key,id,title,active,ab,type,channels,category,first_send_date,last_send_date,mobile_push_sent,mobile_push_ios_sent,mobile_push_android_sent,mobile_push_opened,mobile_push_ios_opened,mobile_push_android_opened,mobile_push_open_rate,mobile_push_ios_open_rate,mobile_push_android_open_rate,web_push_sent,web_push_delivered,web_push_opened,web_push_open_rate,inapp_sent,inapp_ios_sent,inapp_android_sent,inapp_delivered,inapp_ios_delivered,inapp_android_delivered,inapp_opened,inapp_ios_opened,inapp_android_opened,inapp_open_rate,inapp_ios_open_rate,inapp_android_open_rate,inbox_sent,inbox_delivered,inbox_opened,inbox_open_rate,inbox_clicked,inbox_click_rate,email_sent,email_failed,email_delivered,email_unsubscribed,email_complained,email_opened,email_clicked,email_open_rate,email_click_rate,sms_sent,sms_delivered,sms_clicked,sms_click_rate,sms_failed,sms_opened,sms_open_rate,rcs_sent,rcs_delivered,rcs_clicked,rcs_click_rate,rcs_failed,rcs_opened,rcs_open_rate,facebook_sent,facebook_delivered,facebook_opened,facebook_open_rate,whatsapp_sent,whatsapp_delivered,whatsapp_opened,whatsapp_open_rate,inweb_sent,inweb_delivered,inweb_opened,inweb_open_rate,app_opens_direct,actions_sent_unique,actions_converted_unique,actions_conversion,goals,goals_value,description,db_sort_index,sms_unsubscribed
151,130096059,VIP:WomensDayBonusEmailSMS,1,0,"API Triggered","Email, SMS",,"2026-03-08 07:00","2026-03-08 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,38,0,0,23,8,60.53,21.05,39,29,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (17 Feb 2026 till now)",151,0
152,130109616,VIP:WhatsAppEmailSMS,1,0,"API Triggered","Email, SMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (18 Feb 2026 till now)",152,0
153,130140591,"OlympicGamesSendout(2 End)",1,0,"API Triggered",Email,,"2026-02-20 09:00","2026-02-20 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,12,736,5,0,290,36,39.4,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (20 Feb 2026 till now)",153,
154,130230391,VIP:BonusForVerifiedClient:SpecialTaskLegal,1,0,"API Triggered","Email, SMS",,"2026-02-26 07:00","2026-02-26 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,1,0,33.33,0,3,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (26 Feb 2026 till now)",154,0
155,130361573,WomensDayBonus10fs(08.03),1,0,"API Triggered",Email,,"2026-03-08 08:00","2026-03-08 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,0,10,4,52.63,21.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (06 Mar 2026 till now)",155,
156,130361594,WomensDayBonus30fs(08.03),1,0,"API Triggered",Email,,"2026-03-08 08:00","2026-03-08 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,12,379,1,0,186,107,49.08,28.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (06 Mar 2026 till now)",156,
157,130361623,WomensDayBonus50fs(08.03),1,0,"API Triggered",Email,,"2026-03-08 08:00","2026-03-08 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,5,158,0,0,83,39,52.53,24.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (06 Mar 2026 till now)",157,
158,130361627,WomensDayBonus100fs(08.03),1,0,"API Triggered",Email,,"2026-03-08 08:00","2026-03-08 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,1,54,0,0,30,16,55.56,29.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (06 Mar 2026 till now)",158,
159,130529685,St.PatrickSend(17.03),1,0,"API Triggered",Email,,"2026-03-17 11:00","2026-03-17 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137,67,2070,4,0,773,76,37.34,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (17 Mar 2026 till now)",159,
160,130637998,VIP:EasterAdventCalendarEmailSMS,1,0,"API Triggered","Email, SMS",,"2026-04-03 06:00","2026-04-03 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,9,283,1,0,159,76,56.18,26.86,292,227,0,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (24 Mar 2026 till now)",160,0
161,130728989,"VIP: TVIP Reactivation Deposit bonus",1,0,"API Triggered","Email, SMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (30 Mar 2026 till now)",161,0
162,130732028,"VIP: TVIP Reactivation No bonus (Feedback)",1,0,"API Triggered","Email, SMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (30 Mar 2026 till now)",162,0
163,130732246,"VIP: TVIP Reactivation DepBonus or CB",1,0,"API Triggered","Email, SMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (30 Mar 2026 till now)",163,0
164,130791410,"EasterStartNoDepBonSeg(10EuroBon) 03.04",1,0,"API Triggered",Email,,"2026-04-03 10:00","2026-04-03 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1827,39,1788,8,0,737,380,41.22,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (03 Apr 2026 till now)",164,
165,130791420,"EasterStartNoDepBonSeg(15EuroBon) 03.04",1,0,"API Triggered",Email,,"2026-04-03 10:00","2026-04-03 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,10,830,7,0,404,199,48.67,23.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (03 Apr 2026 till now)",165,
166,130791441,"EasterStartNoDepBonSeg(20EuroBon) 03.04",1,0,"API Triggered",Email,,"2026-04-03 10:00","2026-04-03 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,2,281,2,0,144,73,51.25,25.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (03 Apr 2026 till now)",166,
167,130846370,HalfEasterSendout(SMS),1,0,"API Triggered",SMS,,"2026-04-07 13:00","2026-04-07 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089,844,0,0,231,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: SMS (07 Apr 2026 till now)",167,0
168,130879224,VIP:FreeBetForPlayerEmailSms,1,0,"API Triggered","Email, SMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (09 Apr 2026 till now)",168,0
169,130970457,VIP:SurveyForPlayersEmail,1,0,"API Triggered",Email,,"2026-04-27 13:00","2026-04-29 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,2,209,2,0,127,12,60.77,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (15 Apr 2026 till now)",169,
170,131003430,"NBAPlayoffSendout(1st day)",1,0,"API Triggered",Email,,"2026-04-18 07:00","2026-04-18 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,3,203,0,0,67,4,33,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (17 Apr 2026 till now)",170,
171,131203384,StarWarsDayBonus10fs(04.05),1,0,"API Triggered",Email,,"2026-05-04 09:00","2026-05-04 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,4,211,1,0,94,45,44.55,21.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (30 Apr 2026 till now)",171,
172,131203389,StarWarsDayBonus30fs(04.05),1,0,"API Triggered",Email,,"2026-05-04 09:00","2026-05-04 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1,74,0,0,33,13,44.59,17.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (30 Apr 2026 till now)",172,
173,131203401,StarWarsDayBonus50fs(04.05),1,0,"API Triggered",Email,,"2026-05-04 09:00","2026-05-04 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,12,824,1,0,376,212,45.63,25.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (30 Apr 2026 till now)",173,
174,131203408,StarWarsDayBonus100fs(04.05),1,0,"API Triggered",Email,,"2026-05-04 09:00","2026-05-04 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,4,279,0,0,139,74,49.82,26.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (30 Apr 2026 till now)",174,
175,131278360,VIP:FreeSpinsTakeOlympusEmailSMS,1,0,"API Triggered","Email, SMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (05 May 2026 till now)",175,0
176,131387064,"VIP:CryptoDepositBonusEmailSMS ",1,0,"API Triggered","Email, SMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (12 May 2026 till now)",176,0
177,131389822,VIP:PragmaticFSEmailSms,1,0,"API Triggered","Email, SMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (12 May 2026 till now)",177,0
178,131387730,"RSTransfer 20e 12.05",0,0,Scheduled,"Email, SMS",,"2026-05-12 11:00","2026-05-12 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,17,289,2,0,80,16,27.68,5.54,294,254,0,0,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email, SMS (12 May 2026)",178,0
179,131370599,RSTransfers20EUR11.05,0,0,Scheduled,"Email, SMS",,"2026-05-11 09:00","2026-05-11 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,30,382,3,0,117,33,30.63,8.64,405,356,0,0,47,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email, SMS (11 May 2026)",179,0
180,131328987,"TP Sendout 08.05 x3",0,0,Scheduled,Email,,"2026-05-08 15:00","2026-05-08 15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,49,0,0,35,21,71.43,42.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (08 May 2026)",180,
181,131328857,"TP Sendout 08.05 x2",0,0,Scheduled,Email,,"2026-05-08 15:00","2026-05-08 15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2,46,1,0,33,21,71.74,45.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (08 May 2026)",181,
182,131328761,"TP Sendout 08.05",0,0,Scheduled,Email,,"2026-05-08 14:00","2026-05-08 14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,38,1,0,27,12,71.05,31.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (08 May 2026)",182,
183,131309709,RSTransfers50EUR07.05,0,0,Scheduled,"Email, SMS",,"2026-05-07 10:00","2026-05-07 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,16,264,6,0,98,28,37.12,10.61,274,245,0,0,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email, SMS (07 May 2026)",183,0
184,131290165,RSTransfers200EUR005.06,0,0,Scheduled,"Email, SMS",,"2026-05-06 09:00","2026-05-06 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,5,159,2,0,76,13,47.8,8.18,162,145,0,0,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email, SMS (06 May 2026)",184,0
185,131290168,"Retention:TrustPilotPromoCode 06.05",0,0,Scheduled,Email,,"2026-05-06 09:00","2026-05-06 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3,62,0,0,21,11,33.87,17.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (06 May 2026)",185,
186,131288860,"TrustPilotMonthlyBonus 06.05",0,0,Scheduled,Email,,"2026-05-06 06:00","2026-05-06 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,0,6,2,50,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (06 May 2026)",186,
187,131288766,Retention:TrustpilotDeposit150%06.05,0,0,Scheduled,Email,,"2026-05-06 06:00","2026-05-06 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,6,77,0,0,25,3,32.47,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (06 May 2026)",187,
188,131275390,"TP 20 FS 05.05",0,0,Scheduled,Email,,"2026-05-05 09:00","2026-05-05 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514,124,1390,0,0,119,89,8.56,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (05 May 2026)",188,
189,131264450,"TP Sendout 04.05 x4",0,0,Scheduled,Email,,"2026-05-04 15:00","2026-05-04 15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,1,72,0,0,53,32,73.61,44.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 May 2026)",189,
190,131264434,"TP Sendout 04.05 x3",0,0,Scheduled,Email,,"2026-05-04 15:00","2026-05-04 15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,69,0,0,51,39,73.91,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 May 2026)",190,
191,131263032,"TP Sendout 04.05 X2",0,0,Scheduled,Email,,"2026-05-04 12:00","2026-05-04 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,65,0,0,49,30,75.38,46.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 May 2026)",191,
192,131260057,"TP Sendout 04.05",0,0,Scheduled,Email,,"2026-05-04 09:00","2026-05-04 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,0,39,31,79.59,63.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 May 2026)",192,
193,131233017,"TP Sendout 02.05 x2",0,0,Scheduled,Email,,"2026-05-02 11:00","2026-05-02 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,69,0,0,50,30,72.46,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (02 May 2026)",193,
194,131232987,"TP Sendout 02.05",0,0,Scheduled,Email,,"2026-05-02 11:00","2026-05-02 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1,68,0,0,54,25,79.41,36.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (02 May 2026)",194,
195,131230152,RSTransfers300EUR02.05,0,0,Scheduled,"Email, SMS",,"2026-05-02 07:00","2026-05-02 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,4,92,1,0,22,5,23.91,5.43,96,89,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email, SMS (02 May 2026)",195,0
196,131183259,RoySpinsTransferTest.Kristofers,0,0,Scheduled,"Email, SMS",,"2026-04-29 09:00","2026-04-29 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,100,100,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email, SMS (29 Apr 2026)",196,0
197,131151443,RoySpinsTransferTest,0,0,Scheduled,"Email, SMS",,"2026-04-27 09:00","2026-04-27 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,1,100,50,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email, SMS (27 Apr 2026)",197,0
198,131074315,(Emils)TPSpecial100FreeSpins22.04(Kristofers),0,0,Scheduled,Email,,"2026-04-22 08:00","2026-04-22 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,8,41,0,0,18,11,43.9,26.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (22 Apr 2026)",198,
199,131058461,"Retention:TrustPilotPromoCode 21.04",0,0,Scheduled,Email,,"2026-04-21 08:00","2026-04-21 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,30,466,1,0,235,79,50.43,16.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Apr 2026)",199,
200,131044216,Retention:TrustpilotDeposit150%20.04,0,0,Scheduled,Email,,"2026-04-20 10:00","2026-04-20 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,5,80,2,0,32,8,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (20 Apr 2026)",200,
201,130999799,"TP Sendout (royspins.onl) 17.04 x2",0,0,Scheduled,Email,,"2026-04-17 10:00","2026-04-17 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,16,271,0,0,102,37,37.64,13.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Apr 2026)",201,
202,130999234,"TP Sendout (royspins.fans) 17.04",0,0,Scheduled,Email,,"2026-04-17 09:00","2026-04-17 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,35,269,0,0,68,43,25.28,15.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Apr 2026)",202,
203,130997600,"TP Sendout (royspins.you) 17.04",0,0,Scheduled,Email,,"2026-04-17 08:00","2026-04-17 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,43,217,0,0,41,20,18.89,9.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Apr 2026)",203,
204,130997524,"TP 50 Special FS 04.02 Copy",0,0,Scheduled,Email,,"2026-04-17 08:00","2026-04-17 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,28,0,0,11,7,39.29,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Apr 2026)",204,
205,130997534,"TP Sendout (royspins.bio) 17.04",0,0,Scheduled,Email,,"2026-04-17 08:00","2026-04-17 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,22,252,1,0,60,23,23.81,9.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Apr 2026)",205,
206,130997457,"TP Sendout (royspins.onl) 17.04",0,0,Scheduled,Email,,"2026-04-17 08:00","2026-04-17 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,33,164,2,0,33,18,20.12,10.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Apr 2026)",206,
207,130949763,TrustPilotMonthlyBonusMarch14.04,0,0,Scheduled,Email,,"2026-04-14 06:00","2026-04-14 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,14,0,0,1,2,7.14,14.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (14 Apr 2026)",207,
208,130938012,(Emils)TPSpecial100FreeSpins13.04,0,0,Scheduled,Email,,"2026-04-13 10:00","2026-04-13 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,7,63,0,0,5,3,7.94,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (13 Apr 2026)",208,
209,130934338,Retention:TrustpilotDeposit150%13.04,0,0,Scheduled,Email,,"2026-04-13 06:00","2026-04-13 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,35,315,0,0,135,22,42.86,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (13 Apr 2026)",209,
210,130892497,"TP Sendout (royspins.onl) 10.04",0,0,Scheduled,Email,,"2026-04-10 07:00","2026-04-10 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,40,297,5,0,136,81,45.79,27.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Apr 2026)",210,
211,130892475,"TP Sendout (royspins.news) 10.04",0,0,Scheduled,Email,,"2026-04-10 07:00","2026-04-10 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,41,297,2,0,169,60,56.9,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Apr 2026)",211,
212,130892438,"TP Sendout (royspins.you) 10.04",0,0,Scheduled,Email,,"2026-04-10 07:00","2026-04-10 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,26,319,3,0,159,53,49.84,16.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Apr 2026)",212,
213,130892307,"TP Sendout (royspins.fans) 10.04",0,0,Scheduled,Email,,"2026-04-10 07:00","2026-04-10 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,45,300,4,0,153,48,51,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Apr 2026)",213,
214,130892147,"TP Sendout (royspins.bio) 10.04",0,0,Scheduled,Email,,"2026-04-10 07:00","2026-04-10 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,41,281,1,0,117,42,41.64,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Apr 2026)",214,
215,130730112,"Retention:TrustPilotPromoCode 30.03",0,0,Scheduled,Email,,"2026-03-30 09:00","2026-03-30 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,14,195,1,0,125,48,64.1,24.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (30 Mar 2026)",215,
216,130728974,Retention:TrustpilotDeposit150%30.03,0,0,Scheduled,Email,,"2026-03-30 07:00","2026-03-30 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,13,199,0,0,47,12,23.62,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (30 Mar 2026)",216,
217,130673365,"TP Sendout (royspins.news) 26.03",0,0,Scheduled,Email,,"2026-03-26 10:00","2026-03-26 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,24,0,0,17,5,70.83,20.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (26 Mar 2026)",217,
218,130656253,"TrustPilotMonthlyBonusMarch 25.03",0,0,Scheduled,Email,,"2026-03-25 09:00","2026-03-25 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,0,1,2,12.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (25 Mar 2026)",218,
219,130636130,(Emils)TPSpecial100FreeSpins24.03,0,0,Scheduled,Email,,"2026-03-24 10:00","2026-03-24 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734,66,668,2,0,205,70,30.69,10.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (24 Mar 2026)",219,
220,130620886,Retention:TrustpilotDeposit150%23.03,0,0,Scheduled,Email,,"2026-03-23 09:00","2026-03-23 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,10,166,0,0,81,9,48.8,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (23 Mar 2026)",220,
221,130620724,"Retention:TrustPilotPromoCode 23.03",0,0,Scheduled,Email,,"2026-03-23 08:00","2026-03-23 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,4,105,1,0,75,29,71.43,27.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (23 Mar 2026)",221,
222,130529236,"TP Sendout (royspins.fans) 17.03",0,0,Scheduled,Email,,"2026-03-17 09:00","2026-03-17 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,31,209,1,0,103,36,49.28,17.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Mar 2026)",222,
223,130528909,"TP Sendout (royspins.team) 16.03",0,0,Scheduled,Email,,"2026-03-17 09:00","2026-03-17 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,8,213,0,0,89,37,41.78,17.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Mar 2026)",223,
224,130528143,"Retention:TrustPilotPromoCode 17.03",0,0,Scheduled,Email,,"2026-03-17 08:00","2026-03-17 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,6,115,0,0,76,31,66.09,26.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Mar 2026)",224,
225,130514058,"TP Sendout (royspins.team) 16.03",0,0,Scheduled,Email,,"2026-03-16 10:00","2026-03-16 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,44,1,0,27,15,61.36,34.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (16 Mar 2026)",225,
226,130513410,Retention:TrustpilotDeposit150%16.03,0,0,Scheduled,Email,,"2026-03-16 09:00","2026-03-16 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,9,252,0,0,62,14,24.6,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (16 Mar 2026)",226,
227,130469744,"TrustPilotMonthlyBonusMarch 13.03",0,0,Scheduled,Email,,"2026-03-13 10:00","2026-03-13 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,0,5,4,31.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (13 Mar 2026)",227,
